loss,val_loss
102.83080291748047,102.8823471069336
102.69486236572266,102.78241729736328
102.5960464477539,102.68553924560547
102.4617691040039,102.58901977539062
102.35063171386719,102.45275115966797
102.18496704101562,102.3189926147461
102.03895568847656,102.16873931884766
101.87163543701172,102.00263977050781
101.69282531738281,101.86292266845703
101.46714782714844,101.66117858886719
101.24959564208984,101.45128631591797
101.00534057617188,101.20940399169922
100.75782775878906,100.95830535888672
100.46328735351562,100.71360778808594
100.16781616210938,100.4337158203125
99.87027740478516,100.13241577148438
99.55309295654297,99.88334655761719
99.18565368652344,99.55242919921875
98.82793426513672,99.1637954711914
98.42280578613281,98.73410034179688
98.03314971923828,98.28201293945312
97.6004409790039,97.84266662597656
97.13613891601562,97.4523696899414
96.63412475585938,97.16852569580078
96.15335083007812,96.72623443603516
95.68645477294922,96.27278900146484
95.11119079589844,95.84053039550781
94.56282806396484,95.38199615478516
94.17691040039062,94.8090591430664
93.5467300415039,94.32300567626953
92.91397094726562,93.96652221679688
92.37854766845703,93.37925720214844
91.65377044677734,92.67120361328125
90.99982452392578,92.07422637939453
90.39865112304688,91.468017578125
89.77752685546875,90.64895629882812
88.95832061767578,90.12311553955078
88.25263977050781,89.45004272460938
87.66187286376953,88.70970916748047
86.9237289428711,87.82088470458984
86.18013763427734,86.982666015625
85.36473083496094,86.4229965209961
84.59765625,85.76974487304688
83.91619110107422,84.83032989501953
83.15147399902344,83.85658264160156
82.36366271972656,83.00155639648438
81.68769073486328,82.28282928466797
80.41918182373047,81.6202163696289
79.7499008178711,81.06743621826172
78.82386016845703,80.48284912109375
78.23453521728516,79.76249694824219
77.20814514160156,78.80133056640625
76.36075592041016,77.87455749511719
75.6880874633789,76.7278060913086
74.19330596923828,75.62899780273438
73.67428588867188,74.86486053466797
72.57273864746094,74.00415802001953
71.67420959472656,73.09098052978516
70.81184387207031,72.15148162841797
69.56448364257812,70.90029907226562
68.80321502685547,69.77361297607422
67.90911865234375,68.51612091064453
66.54075622558594,67.19561767578125
65.87477111816406,66.98700714111328
64.62631225585938,66.266357421875
64.30451202392578,64.76971435546875
63.603389739990234,64.01054382324219
62.04906463623047,63.17082214355469
61.48285675048828,62.380001068115234
60.196781158447266,61.514793395996094
59.00884246826172,60.468238830566406
58.54008102416992,59.22785186767578
57.45988082885742,57.568946838378906
56.15465545654297,56.29990005493164
54.90974044799805,55.01546859741211
54.25138473510742,53.85084533691406
54.47236633300781,53.363155364990234
52.767059326171875,52.242000579833984
50.89018249511719,51.97772216796875
51.173484802246094,51.67533874511719
49.97966766357422,50.51375961303711
49.318485260009766,49.48072052001953
47.85691452026367,48.46621322631836
48.055538177490234,47.50629806518555
45.72431945800781,47.08198928833008
45.57543182373047,46.75863265991211
44.55440139770508,46.102996826171875
43.493141174316406,46.03118133544922
43.09689712524414,45.60435485839844
42.25437545776367,44.07363510131836
41.566795349121094,43.035484313964844
40.70004653930664,42.42966842651367
40.86979293823242,41.54335403442383
39.827850341796875,40.91460037231445
39.725528717041016,40.637935638427734
38.71961975097656,40.23478698730469
37.73959732055664,39.256629943847656
37.51398468017578,38.84912109375
35.24917221069336,38.5237922668457
35.594478607177734,37.8245735168457
36.18585968017578,37.07963562011719
33.85200881958008,36.0094108581543
34.97547149658203,35.78677749633789
33.104793548583984,35.49153137207031
32.70230484008789,35.06217956542969
33.278934478759766,34.85441589355469
32.05065155029297,33.981014251708984
31.95774269104004,33.948482513427734
31.82887077331543,33.21140670776367
32.16722869873047,32.514976501464844
31.78120994567871,32.05402755737305
31.111244201660156,32.216495513916016
30.61307144165039,32.122413635253906
30.35109519958496,31.608657836914062
31.424442291259766,31.59194564819336
29.12714385986328,31.197935104370117
29.988203048706055,30.702816009521484
30.245737075805664,30.50145149230957
29.302127838134766,30.47634506225586
30.064180374145508,30.489673614501953
29.21821403503418,30.128999710083008
29.403133392333984,29.76913070678711
30.245988845825195,29.792522430419922
28.831714630126953,29.724639892578125
28.756248474121094,29.650047302246094
29.553091049194336,30.064544677734375
28.87940216064453,30.086196899414062
28.630783081054688,29.854297637939453
28.48223114013672,29.7777042388916
27.602628707885742,30.00785255432129
28.836137771606445,30.035076141357422
28.47637939453125,29.777122497558594
28.201143264770508,29.749834060668945
27.992860794067383,29.828649520874023
28.893386840820312,29.657238006591797
27.21831512451172,29.7213077545166
28.332921981811523,29.660001754760742
27.625476837158203,29.866605758666992
28.306119918823242,29.78129768371582
28.53516387939453,29.49359703063965
28.549739837646484,29.30609893798828
28.410249710083008,29.8538875579834
28.19533920288086,29.63201904296875
27.808406829833984,29.959339141845703
28.264360427856445,29.95053482055664
28.28806495666504,29.763530731201172
28.631900787353516,29.554073333740234
27.957103729248047,29.551950454711914
28.368385314941406,29.648719787597656
27.15543556213379,29.34554672241211
27.77122688293457,29.285076141357422
27.661108016967773,29.134288787841797
26.366880416870117,29.100366592407227
27.250770568847656,29.203590393066406
27.403539657592773,29.226362228393555
28.02488899230957,29.349206924438477
26.963729858398438,29.307090759277344
26.83026123046875,29.072784423828125
27.090578079223633,29.15726661682129
28.887353897094727,29.270349502563477
