Ridge,RF,SVM,NeuralNet
3.3359446317883084,-8.488888888888894,-6.943305322357602,-2.9238662719726562
41.86686719600547,51.355555555555554,31.630265997654817,28.849777221679688
21.435019113452924,11.533333333333331,8.674193684709621,14.793861389160156
-100.9829271652106,-101.0,-112.4079910654596,-111.51689147949219
4.379331599572154,-7.311111111111117,-4.776130077941716,-0.6659469604492188
-8.060296286912092,-7.266666666666666,-3.3002531329704823,-7.292106628417969
-15.828897487790698,-8.592531632407006,-0.0999704459405705,3.0261683464050293
-6.134798541863134,6.533333333333331,-18.69761318150053,-10.83587646484375
55.27717943309038,41.2,43.36213844145212,54.13014221191406
-95.51470978595886,-104.57777777777778,-96.20381012519232,-101.80711364746094
10.351948111880349,-16.688888888888897,1.5339495149600282,-6.80865478515625
13.232150555672476,-3.1111111111111143,3.650558258736013,6.97320556640625
26.585398159548248,37.71111111111111,22.74781051372068,25.139602661132812
-0.3456693935251564,-3.177777777777777,11.67022835772478,27.59588623046875
-8.595226732623601,-4.533333333333331,-17.130050879163676,-17.43389129638672
2.0444721566790207,-20.46666666666667,-9.45821100362727,-4.679786682128906
2.414284573971557,6.13333333333334,7.780252967888032,-3.3193130493164062
31.502341553894823,15.777777777777771,31.03444622390367,22.447708129882812
-24.71777422846057,-26.97777777777777,-35.26462313717754,-32.06159973144531
-75.07834708819131,-52.355555555555554,-64.8945028343217,-36.41194152832031
20.29654952644853,11.644444444444446,11.519948971110152,19.63800811767578
-1.315836378480384,7.844444444444448,-7.329499924330449,-3.3514556884765625
68.74792796392376,65.5111111111111,58.413496017948944,61.09968566894531
-1.1793701326944015,15.222222222222229,-7.218132870121124,-6.397346496582031
39.72517061184831,62.71111111111111,27.948285443588844,31.14703369140625
31.92013447225891,50.51111111111111,36.55789324970628,32.578590393066406
-15.828897487790698,-8.592531632407006,-0.0999704459405705,3.0261683464050293
35.98821029177823,23.48888888888889,32.260716787884405,26.463272094726562
18.34936029427226,39.46666666666667,5.961733532304052,6.1152801513671875
-88.89231122400712,-88.15555555555555,-98.0908698794412,-96.96244812011719
27.17674403551871,38.22222222222223,24.937246849639976,35.41832733154297
5.911639463035499,2.5111111111111057,-7.1040872803836095,0.6924362182617188
13.10387120253894,12.022222222222226,3.65192676661448,9.253265380859375
-5.235772787955867,-22.97777777777779,-12.816753516351111,-13.7275390625
20.89164880840092,10.422222222222215,11.760774280820796,2.7528915405273438
21.93486147894781,5.488888888888894,11.734637391447464,11.819847106933594
9.877179139757914,43.644444444444446,2.9654289948606163,7.034950256347656
-34.16412798299362,-8.799999999999997,-43.67534811629679,-45.80201721191406
54.430780079888805,40.93333333333334,43.509458026673954,65.73184967041016
41.03844543313414,30.37777777777778,30.45927191230558,28.35082244873047
-16.46321527347584,-12.333333333333329,-29.185427138256458,-24.143875122070312
32.78330073136476,11.111111111111114,31.51818876801749,21.334701538085938
-69.14900012132405,-71.71111111111111,-75.11640664482175,-49.97303009033203
-1.2030032975061715,2.6444444444444457,-1.899269208758028,-6.401817321777344
-1.7274255505133738,1.0888888888888886,-3.4940425752795363,23.53105926513672
10.695336880292288,3.311111111111117,-1.726732687224768,2.2644882202148438
23.618790318954296,61.44444444444444,12.695981721997,40.98346710205078
27.043739488521453,21.933333333333337,16.443531967176995,18.17022705078125
53.940367774726255,49.0,50.76534580738374,52.214263916015625
-55.2717258843534,-57.62222222222222,-68.26375738622832,-50.04376983642578
59.35358452817764,75.91111111111111,59.5851219190066,87.01042175292969
-15.828897487790698,-8.592531632407006,-0.0999704459405705,3.0261683464050293
