Ridge,RF,SVM
204.92710722569274,220.23200000000003,241.1622039613177
129.20297635899772,175.05142857142857,144.17228321278975
104.59488320796282,180.83085714285716,94.17704909499935
-72.10319085911696,-61.38514285714285,-63.83654549986123
-14.982293679007178,-18.429714285714283,-17.6138360475938
42.975942093616666,62.61028571428572,84.32005672277691
-30.327990558721524,-65.72114285714284,-9.654847835197486
-42.044725515734484,-64.01028571428574,-58.3374497091834
45.63735750291232,45.80342857142861,41.49269626615501
37.04443583182842,-42.13485714285713,11.226412081384467
-32.909369290799376,-58.498285714285686,2.9006621764835074
70.29248240601636,95.104,94.6471507736871
128.5175898372031,63.94171428571423,109.47891065886097
72.41303324506231,63.14742857142858,73.54792014835036
114.70573430427564,151.55200000000002,159.80287295027466
76.33969707330517,49.1554285714286,101.79833350107
-60.30503049038205,-12.305142857142826,-24.174849057352674
-15.633411556168713,-20.31542857142858,7.502323596563269
104.1696384773877,143.03199999999998,91.65115770028908
-32.58473373118076,-15.25828571428572,12.405329369752124
-34.27606419116603,-56.01257142857143,-10.820778818234219
-12.15219362227096,-22.064000000000007,-13.47963601198197
-78.20104814869066,-68.4114285714286,-24.54813354028868
24.527113561481087,41.041142857142944,76.0012614917357
-42.832078308354205,-11.162285714285714,-21.50225955640658
-9.5165941489376,-41.10057142857144,-47.60020194731169
-67.8897745891787,-50.451428571428586,-15.641525530775693
-74.38462473060581,-154.93714285714287,-68.52309070301858
-133.00211070671992,-163.1085714285714,-151.47209872775198
-62.53735294649538,-75.39885714285714,-33.47996038618562
-25.594765993796887,-26.780571428571424,-10.98252891693976
-105.4616846918077,-88.92342857142856,-66.53977845688415
41.2069802524517,-27.262857142857143,49.740218425193575
-47.35107343803649,-47.380571428571436,-16.10158505684804
-12.547228398493473,-10.94857142857143,-1.948024194229788
65.79171835347765,-129.61028571428577,63.411233181904095
-3.9036793755607384,-12.15314285714285,21.517173229565575
72.90167362416096,100.95428571428572,80.93202296618344
-89.17032620775112,-61.44685714285716,-49.342455633826134
-72.53865021446649,-73.53028571428571,-34.12827467022965
104.6840722821679,110.37142857142854,111.44560547075312
-146.97985442929098,-158.79885714285717,-127.73698652677889
71.63009996595316,100.44114285714285,106.13654142155683
182.17262391155975,230.62514285714286,213.97108357447348
114.87396605576458,195.05828571428574,115.05856513446295
12.089532096197814,9.044571428571459,-11.197505689857053
-67.4605161307136,-35.26285714285714,-27.526517042453175
-7.855941543896677,-19.14285714285714,3.96665053056158
59.977954447060256,70.88571428571439,64.77813473289606
90.31931184450417,82.43999999999997,102.75150452487262
-28.712765651206354,-48.420571428571435,-47.88576884804144
-11.642859287681503,-20.874285714285698,17.418245763107777
-52.654631109131245,-45.683428571428564,-26.575628988246862
238.4394622336916,123.67314285714275,249.55844470359995
-9.271117077294358,-19.330285714285715,1.2318584039452158
-117.96170851133837,-114.66399999999999,-86.48086063727473
62.04404403562489,52.433142857142855,96.03718556357664
75.6535454168176,98.40914285714285,87.43100268786392
16.98263575383693,-11.025142857142853,16.012521608905075
137.6696582008209,154.80114285714285,151.31338197495114
51.10606698782789,-10.179428571428616,50.72538181488949
57.94523112074057,120.24685714285714,40.1855323275405
-79.00481495106519,-233.13714285714286,-55.428955589885334
-19.048929474423137,-33.058285714285724,-14.985335238126058
48.985344041999326,134.77828571428572,55.41722543868585
103.78245468135768,114.77257142857144,120.78121192152847
-34.938347513650655,-98.67999999999999,-24.045049850211228
-55.58952325360016,-103.18628571428579,-61.63992473151151
-40.911513615708884,-150.51199999999997,-18.09569804716928
-34.16222225506064,-44.0697142857143,-1.9952571526314813
-77.20912482116933,-49.501714285714286,-88.38639975785645
-24.907683253886038,-24.290285714285716,-11.354047815189407
-165.10466955115402,-70.94171428571434,-114.46301545239717
94.71968401251024,66.86971428571431,78.49703852335168
0.3727225023089087,-11.88685714285714,-17.51572041792428
-80.48998244818782,-43.377142857142864,-34.45527084471777
65.92399033044305,45.20457142857137,56.81681915648366
-29.22117288227321,-29.086857142857145,-12.141220222031139
125.21075542671608,166.6982857142857,145.20799234112638
-146.0894617177978,-107.85371428571428,-146.9238888565942
100.83418789414083,63.17485714285712,70.35388517438395
72.9038855260428,-21.426285714285697,91.31217324768461
1.4339929110710727,40.81142857142859,18.484145911187113
115.25742877511959,122.12,126.18407372740438
54.62342342614281,34.78971428571435,30.60031158576544
-40.437337222620194,-23.89028571428572,-11.02895741273182
249.49823714970177,270.513142857143,304.639930247455
-40.02843721040165,-41.360000000000014,-45.137986652710595
109.8113566239222,151.01942857142856,126.15641314090624
27.9583795958295,23.77028571428572,73.19138029348157
-14.18011570204138,-125.00000000000003,-18.18188345759356
119.70259179985044,166.45142857142855,157.78861927576847
-2.577447163878844,-76.08571428571435,-12.99803084207906
4.306199867525233,-42.250285714285695,0.08116369931329004
-66.96748675322793,-42.476571428571425,-27.772728216052155
-184.53266814422338,-183.9485714285714,-195.44256178294532
-95.57488614258574,-156.10628571428563,-81.37419261112271
-39.084234010716344,-34.116571428571426,-12.667585923919201
-148.7551354059234,-139.19199999999998,-156.68818918296992
0.2979032633471945,27.345142857142868,41.34865490353647
-4.274518092482339,17.624000000000024,0.46724814714079344
-100.1340050419069,-108.75657142857142,-61.42378915567952
70.4024084957702,56.910857142857196,54.176340563496524
132.30536835073045,75.4331428571428,121.60041235517394
-126.25818153198267,-75.87771428571428,-103.6855985567795
173.2274214931909,208.9657142857143,218.52185959645055
-121.37783369846844,-133.52685714285718,-112.05592981700346
-20.798027435160996,-26.415999999999997,0.4180854530142071
-74.9466128119034,-101.1725714285714,-36.43087853785494
-12.316765118599815,-68.32495238095241,-21.38413429898672
-24.353518035807646,-9.716171428571435,-14.221123395325783
182.02906858224304,229.27885714285716,276.61300696909734
35.95623828615459,24.261714285714262,65.73133192561289
166.8406146146197,194.57142857142858,200.49200659098608
2.4090840043808264,-60.58628571428571,3.7000341170963047
139.1383251331107,113.03999999999996,137.6605365683119
23.017946033179996,69.34971428571428,73.30468242467433
-1.781882029441526,3.745142857142863,17.54951592464318
-74.16445011797407,-30.774857142857137,-58.56361383244844
-19.55783614302881,-11.855999999999987,3.8441630538072644
29.37860498831342,28.073142857142848,40.0347060845228
-21.85470860501428,3.5588571428571356,-24.005316713638933
217.93972729146824,217.26057142857144,250.19516738613032
83.92476643434591,59.15885714285719,84.22989939751346
-157.45668770541795,-189.70171428571433,-154.9017685759462
98.66869434725515,99.80228571428572,88.32521450338353
-6.113206500838913,-82.29942857142862,-11.578502686394529
10.430256959921962,-16.99200000000002,0.14321794961603018
-163.00735415313676,-169.87085714285715,-150.3486375201334
-122.12330085517047,-15.538285714285728,-96.58372724416242
-60.86784627296102,-47.580571428571446,-67.82916154789812
47.79583636346524,108.93028571428565,16.1952501716587
-16.72583158774178,-56.80799999999999,9.182824331801683
-165.81544814036067,-252.19885714285715,-194.94137579919152
-33.770125171974584,19.891428571428563,5.258751999774617
40.96280662648826,53.518857142857144,15.399572511122273
-34.87027095301548,-33.84309115646258,-30.962808380232058
97.34244846309598,131.62057142857142,133.5950724744987
-117.4999409468414,-144.90057142857148,-99.76515614313263
98.61536161041221,44.54857142857139,73.99380102699502
-24.3878598591738,-17.20685714285719,-38.910800241461715
-7.372489858020572,-29.758857142857238,5.7691601942690625
-33.73417289712922,-59.16800000000001,-21.54602083319788
68.9773250044851,83.19657142857142,105.60472534835552
-66.84833046050261,-82.91428571428574,-58.95927040987462
35.67751150163477,32.861714285714385,19.383986756493925
-107.83383457950657,-25.329142857142852,-62.54139621842935
106.15001367002696,142.10628571428572,140.32026980733065
69.93189516863464,115.36457142857145,122.95972836536475
134.9264192245028,87.68114285714279,104.79105676508198
39.01199533631552,9.472000000000037,25.939120368939882
-18.855883712571966,-18.510857142857127,5.028029454970534
139.92028129645536,119.94742857142859,153.46747537770455
23.38077396339868,88.184,60.971246035708575
-29.94527100682586,-56.76228571428571,-19.328812483616186
-84.95396497971572,-60.68,-49.433417547998
-24.688615587047355,-4.73942857142857,-4.297674797160742
-43.55358463795196,-58.17599999999999,-19.93878970144597
-41.39497645688902,-36.984,-11.492462818457192
23.093993057213638,67.92571428571428,68.91143993977278
57.00359924114869,69.39771428571429,100.30850864063048
56.87405513885136,15.613714285714366,33.87432368817127
29.049231514270843,-10.40114285714293,62.94351640141227
19.181808092690545,-3.8354285714285368,-2.313280269371063
16.721222943516956,11.774857142857144,22.806815100587123
-104.09434141149771,-62.893714285714275,-59.02767506534382
123.2443646067386,119.55200000000005,98.09323196508672
-67.22492517634748,-5.10857142857143,-16.056227007944678
-22.10378008890686,-30.277714285714325,-22.80632500560833
-63.85328003925808,-101.97371428571431,-31.033806299452028
192.70109093865005,85.57828571428561,216.885789201943
-38.00501829065067,-28.902857142857158,-26.381119640452226
-53.17901739967732,-36.24114285714286,-20.181938260642767
-126.25183689714775,-86.00342857142853,-107.48005442880903
-6.853981112161954,-39.93142857142856,-4.288673968733754
-14.698008169917884,-71.88114285714283,-25.285588869178994
96.57331702055279,77.88228571428573,75.74115216796599
39.75992436365243,37.13028571428566,57.73814241756884
-28.24459389659762,-16.83657142857149,-49.69226081140914
-73.00593422253027,-81.00000000000003,-45.523769393778196
-33.73092714408547,-61.057142857142836,-9.48524778523145
27.131256404827013,48.74742857142858,75.38501314849209
-26.44376619013829,7.658285714285682,-4.867676334450351
140.18762281480022,91.44342857142854,162.42344055088623
-57.53999329697719,-38.65485714285717,-16.351761366706967
200.42622748932496,200.80114285714288,167.83290368634232
37.785523194846434,20.224000000000018,49.25004016872499
53.496430213867654,55.25724081632653,63.624298755680314
85.82392556248664,24.82857142857148,107.79508709497058
-78.11741222459476,-34.56685714285713,-34.633043843453684
-15.278901127046673,-4.923428571428559,23.596736611748035
97.80925641732891,103.19885714285715,134.03055277456957
-131.0998698278808,-129.28457142857144,-156.071293941869
-44.5426175252267,-5.521142857142863,-3.1824625067370675
-44.2276934671869,-99.62171428571429,-21.02522721421461
-56.499723236096344,-62.076571428571455,-15.887586470941898
59.68606257769528,138.70971428571426,100.98133810215012
19.09393946987268,28.266285714285708,45.95084315032126
-93.36055147075314,-47.24342857142858,-46.835812748544086
-0.2703137467328389,-43.395428571428575,-17.391847841467126
-48.99069760629702,-104.43428571428576,-24.544845149462333
122.32502738807165,103.02857142857135,135.71378407793165
51.9523353377202,84.93485714285717,56.75559928338174
94.15593254683884,22.074285714285736,120.53189518433607
81.81813981401564,-2.9005714285714816,77.37505132117974
60.75146817508613,76.88342857142857,89.37936854172166
102.8337630405797,55.90628571428573,80.3103714550349
