Y,Ridge,RF,SVM,NeuralNet
352.0,277.6022284804899,267.2184,239.9256358376161,279.33386
329.72,236.43948581734628,224.9544,258.6052965564812,244.79007
300.04,147.49916420435312,268.7423999999999,129.76998687696457,144.1397
145.64,170.58844990160495,171.95039999999997,159.32400463864377,123.62497
195.68,232.78763538211888,244.1504,233.57115341743705,239.3522
159.28,207.6001224552616,221.74079999999992,243.62940573213135,218.24928
172.07999999999998,190.65791852342124,133.44960000000006,182.7107086678828,168.3167
127.36,82.82714404516932,74.40879999999999,51.21914625144974,26.381666
144.51999999999998,216.95314582890788,244.06640000000004,224.4495864113033,232.5572
359.08000000000004,220.7589200490675,223.3016000000001,190.14892536836732,233.3021
52.72,129.97920735370755,116.87599999999996,109.84543367785082,160.12025
58.36,87.73453444982233,51.35199999999998,34.66721668177624,30.350908
232.08000000000004,191.89381368433297,244.3344,218.77066250637975,205.26776
10.16,58.26303010543383,120.0824,43.16302258734875,26.381493
14.48,24.393518035807645,13.843026666666669,14.261123395325782,17.049994
76.03999999999999,99.25724066967484,36.475200000000015,52.67014047570784,21.296703
306.16,269.6818588190182,211.16959999999983,211.1374866401638,267.95282
179.04,88.91364352895148,101.67840000000002,51.92155107745549,69.84615
299.8,228.5115549929382,235.22879999999995,260.8018437286754,238.90393
13.68,19.55432519597053,75.26720000000002,15.952125078808166,18.15909
3.2,115.45428532478458,85.444,74.51536488267642,63.10306
84.6,92.6890266944113,107.92959999999998,48.11480000965594,50.620354
303.52,52.82775391957047,14.1688,22.926260628913735,20.108522
194.0,158.79151312457662,139.3648,150.7672209009436,121.82047
331.92,225.7482938942994,247.26639999999992,266.56814805052795,238.88737
342.36,184.44914705963896,242.66,191.02140418325396,211.14124
46.400000000000006,194.80499946613284,203.3728,211.4088068814528,217.48003
19.56,149.55781773146833,88.29279999999999,123.0292162780175,86.28611
285.56,164.19522292316867,104.54000000000003,150.32920394340115,167.78757
32.88,106.55153534696848,39.6272,60.91600137866232,33.34207
74.72,89.84652334340637,77.77600000000004,36.9107193823406,37.475533
86.12,73.2270460892572,84.77120000000001,32.936644742644575,24.212929
168.48000000000002,136.4894634214746,55.414400000000015,105.54311100562698,72.39432
15.16,123.64977675473558,58.69920000000002,84.4786604449519,117.49784
111.56,185.9174004133961,217.9128,175.94506682200262,161.78284
46.0,53.60699620173398,22.036799999999992,30.957009562291876,27.2851
324.68,249.4956777538009,225.05199999999996,276.03269291309675,260.9782
9.04,118.36942217932848,100.63599999999995,67.29873689628906,47.284317
127.24,37.82152768906889,21.82800000000001,13.000518108648848,17.992294
1.28,54.93925030665024,40.2384,25.550429563781226,19.236475
29.04,56.67043315093458,43.856,22.38101411334594,22.462729
58.96000000000001,70.6084568562172,115.01360000000004,35.75925470361324,21.375168
28.72,40.516309463032925,117.40399999999998,21.93392576222965,17.94113
130.28,121.72583354799234,59.0576,77.24456898226333,65.02168
45.400000000000006,135.58500167206148,119.7352,106.63506534625796,157.22171
287.48,82.55289277430727,74.15040000000002,46.31779603868232,22.205688
203.28,74.07702364100228,54.076,59.10771678721024,27.827997
346.0,241.4051167920372,181.3928,251.82295090500065,239.24199
-1.8,70.30319085911697,31.939999999999998,62.036545499861234,45.178394
1.68,16.662293679007178,29.423999999999992,19.2938360475938,18.375534
94.92,51.944057906383335,27.683199999999992,10.59994327722309,20.360611
0.0,30.327990558721524,70.49279999999996,9.654847835197486,19.073305
196.4,238.4447255157345,262.2255999999999,254.7374497091834,243.99214
230.72000000000003,185.0826424970877,188.2288,189.22730373384505,146.33145
277.64,240.5955641681716,318.1087999999999,266.4135879186155,258.36563
73.56,106.46936929079938,158.26239999999996,70.6593378235165,68.91509
105.36,35.06751759398364,12.0712,10.712849226312898,17.637125
359.28,230.76241016279687,302.4504000000002,249.801089341139,245.78964
266.44,194.0269667549377,232.604,192.89207985164964,196.73953
189.16,74.45426569572436,59.892800000000015,29.35712704972532,25.372707
140.92000000000002,64.58030292669484,97.12960000000004,39.12166649893001,23.18282
58.92,119.22503049038204,87.756,83.09484905735268,79.50856
24.84,40.47341155616871,42.85280000000001,17.33767640343673,22.82999
299.44,195.2703615226123,195.72640000000004,207.7888422997109,189.36775
81.28,113.86473373118076,84.1928,68.87467063024788,115.88395
1.28,35.55606419116603,79.92399999999999,12.100778818234218,20.37371
8.2,20.35219362227096,24.3192,21.67963601198197,19.70361
3.4,81.60104814869067,67.35040000000001,27.94813354028868,25.44372
273.16,248.6328864385189,241.62719999999996,197.15873850826432,230.64426
0.24,43.07207830835421,7.436800000000001,21.74225955640658,17.330954
209.8,219.3165941489376,253.83039999999997,257.4002019473117,234.68597
2.72,70.6097745891787,57.1304,18.36152553077569,22.499773
93.8,168.1846247306058,226.8712,162.32309070301858,194.33612
56.36,189.36211070671996,224.96399999999983,207.832098727752,200.37637
8.32,70.85735294649538,77.0696,41.79996038618562,23.01522
8.48,34.07476599379689,24.7624,19.46252891693976,23.297731
-0.96,104.50168469180772,112.10719999999998,65.57977845688416,67.116776
201.88,160.6730197475483,265.8567999999998,152.13978157480642,191.24316
0.76,48.111073438036485,33.3576,16.861585056848043,21.634834
11.0,23.547228398493477,24.52000000000001,12.948024194229788,17.421503
134.28,68.48828164652235,271.13759999999985,70.8687668180959,32.07545
30.8,34.70367937556074,30.4536,9.282826770434426,19.240383
225.8,152.89832637583905,143.2136,144.86797703381657,116.59368
0.0,89.17032620775112,51.86640000000001,49.34245563382613,35.25713
11.12,83.65865021446649,79.54560000000001,45.24827467022965,28.812696
268.32,163.6359277178321,144.2144,156.87439452924687,193.42064
0.12,147.099854429291,142.3112,127.8569865267789,156.17844
121.16,49.52990003404683,18.8656,15.023458578443169,21.83365
264.68,82.50737608844027,34.54800000000001,50.70891642552654,26.392626
279.64,164.7660339442354,113.824,164.58143486553703,144.86607
256.64,244.55046790380217,246.56959999999992,267.83750568985704,260.45264
10.8,78.2605161307136,46.15519999999999,38.326517042453176,24.729584
24.0,31.85594154389668,33.724,20.03334946943842,16.790941
317.08000000000004,257.1020455529398,237.48879999999983,252.301865267104,261.92554
288.76,198.44068815549585,162.80800000000002,186.00849547512735,164.558
157.48000000000002,186.1927656512064,199.9288,205.36576884804143,188.73116
33.760000000000005,45.40285928768151,61.662400000000005,16.34175423689223,17.855358
0.0,52.654631109131245,51.34079999999999,26.575628988246866,19.709002
379.96,141.5205377663084,297.76559999999995,130.40155529640003,154.6783
14.24,23.51111707729436,47.329600000000006,13.008141596054784,17.401678
22.96,140.92170851133838,110.93519999999998,109.44086063727474,158.24542
171.32,109.2759559643751,99.2512,75.28281443642335,71.14273
226.12,150.4664545831824,101.70639999999996,138.68899731213608,127.13555
34.480000000000004,17.497364246163073,42.93119999999999,18.46747839109493,18.664032
302.64,164.9703417991791,191.6704,151.32661802504884,166.29417
319.6,268.49393301217214,319.9016000000001,268.87461818511053,278.37723
245.44,187.49476887925945,156.00960000000006,205.2544676724595,182.01485
43.44,122.44481495106518,322.0504,98.86895558988532,129.12483
0.48,19.528929474423137,14.919199999999991,15.46533523812606,17.720081
236.0,187.01465595800067,113.5512,180.58277456131412,148.27791
132.24,28.45754531864233,11.5888,11.458788078471542,19.740477
0.08,35.01834751365065,105.104,24.125049850211223,16.74477
215.92,271.5095232536001,319.2736,277.5599247315115,283.4435
98.88,139.79151361570888,278.1015999999999,116.97569804716927,115.56375
19.36,53.52222225506064,74.55599999999998,21.35525715263148,25.219757
112.60000000000002,189.80912482116932,161.14400000000006,200.98639975785647,166.23636
1.2,26.10768325388604,18.5984,12.554047815189406,17.3357
141.24,306.344669551154,247.29599999999988,255.7030154523972,321.1135
300.76,206.04031598748972,226.91039999999984,222.26296147664831,244.24211
10.6,10.227277497691093,15.060799999999997,28.11572041792428,18.52474
6.04,86.52998244818782,65.99839999999999,40.495270844717766,20.340338
251.28,185.35600966955693,200.8568,194.46318084351637,202.64989
0.28,29.50117288227321,25.22400000000001,12.421220222031138,17.532135
341.68,216.46924457328396,157.3992,196.4720076588736,196.19087
27.200000000000003,173.2894617177978,112.5592,174.12388885659422,179.07404
310.44,209.6058121058592,230.4208,240.08611482561605,230.4369
106.92,34.0161144739572,105.83600000000004,15.60782675231539,16.894844
158.04000000000002,156.60600708892895,108.792,139.5558540888129,119.01706
269.64,154.3825712248804,131.01760000000002,143.4559262725956,89.91431
299.72,245.0965765738572,248.88479999999996,269.1196884142346,264.8591
6.960000000000001,47.3973372226202,37.41440000000001,17.98895741273182,19.240892
529.08,279.5817628502983,310.20640000000003,224.440069752545,280.78342
181.56,221.58843721040165,226.6800000000001,226.6979866527106,224.06458
344.36,234.54864337607785,165.92239999999995,218.20358685909375,216.73712
104.04,76.08162040417051,57.95920000000002,30.848619706518438,29.441677
1.48,15.66011570204138,116.97599999999996,19.66188345759356,17.655645
256.52,136.81740820014954,86.16239999999998,98.73138072423151,135.99518
247.36,249.9374471638789,295.12800000000004,260.3580308420791,253.95753
20.12,15.813800132474768,36.75039999999999,20.03883630068671,18.289753
4.44,71.40748675322793,51.11200000000001,32.21272821605216,19.69965
18.52,203.0526681442234,214.952,213.96256178294533,182.65674
55.400000000000006,150.97488614258577,172.42239999999998,136.77419261112271,158.0675
0.8,39.88423401071634,42.22799999999998,13.467585923919202,21.17643
24.0,172.7551354059234,140.12160000000003,180.68818918296992,166.25545
47.760000000000005,47.46209673665281,38.6544,6.411345096463535,18.797255
163.28,167.55451809248234,142.53840000000002,162.8127518528592,158.71956
11.240000000000002,111.37400504190693,67.7712,72.66378915567952,55.322086
276.76,206.3575915042298,228.12159999999992,222.58365943650347,213.61894
342.36,210.0546316492696,269.4816,220.75958764482607,207.99365
15.400000000000002,141.65818153198268,73.52560000000003,119.0855985567795,143.37239
260.48,87.25257850680913,44.37679999999998,41.95814040354946,22.69225
29.879999999999995,151.25783369846843,181.77600000000007,141.93592981700343,164.88542
11.32,32.118027435161,34.10159999999999,10.901914546985791,18.081339
0.84,75.78661281190341,106.61679999999998,37.27087853785494,25.054968
1.16,13.476765118599817,34.20053333333336,22.54413429898672,17.880417
0.04,24.393518035807645,13.843026666666669,14.261123395325782,17.049994
446.64,264.61093141775694,185.3608,170.02699303090264,251.33475
114.51999999999998,78.5637617138454,110.01840000000006,48.78866807438709,29.188538
225.72000000000003,58.87938538538032,34.7392,25.227993409013934,23.77121
20.56,18.15091599561917,82.24319999999997,16.859965882903694,17.522566
325.48,186.3416748668893,198.44639999999995,187.8194634316881,184.69771
100.44,77.42205396682,21.3928,27.135317575325672,26.36982
34.68,36.461882029441526,49.34400000000001,17.13048407535682,17.500452
0.16,74.32445011797407,40.70799999999999,58.72361383244844,29.74398
36.92,56.47783614302881,58.432800000000015,33.07583694619274,25.538588
53.12,23.741395011686578,34.476,13.085293915477196,17.30861
153.0,174.85470860501428,157.13200000000003,177.00531671363893,149.32713
306.16,88.22027270853178,123.29679999999996,55.96483261386972,22.935352
309.52,225.59523356565407,279.74480000000005,225.2901006024865,220.57307
66.44,223.89668770541795,249.86480000000003,221.3417685759462,225.09392
308.08000000000004,209.4113056527449,199.6975999999999,219.7547854966165,211.09781
239.76,245.8732065008389,324.1712,251.3385026863945,247.69325
205.68,195.24974304007804,230.21759999999995,205.536782050384,214.62483
-0.28,162.72735415313676,137.4848,150.0686375201334,182.22015
31.96,154.08330085517048,77.36319999999999,128.54372724416243,69.43978
105.24,166.107846272961,171.61040000000006,173.06916154789812,154.32706
288.32,240.52416363653475,203.53199999999995,272.1247498283413,250.68881
50.36,67.08583158774178,126.53280000000002,41.17717566819832,23.781754
46.92,212.7354481403607,312.6832000000002,241.86137579919156,219.46965
67.48,101.2501251719746,59.59680000000001,62.22124800022539,33.742393
270.6,229.63719337351176,197.91519999999997,255.20042748887772,241.59238
0.44,35.310270953015475,30.91565333333335,31.40280838023206,16.282429
178.0,80.65755153690402,48.9952,44.40492752550129,27.58689
38.96,156.4599409468414,166.3856,138.72515614313264,149.61636
352.76,254.14463838958775,288.7896,278.766198973005,265.57364
163.16,187.5478598591738,172.0128,202.0708002414617,206.4321
158.8,166.17248985802058,200.15600000000003,153.03083980573095,189.48897
6.960000000000001,40.69417289712922,68.09840000000001,28.50602083319788,17.383038
127.4,58.42267499551491,43.7768,21.79527465164449,22.269907
104.68,171.52833046050262,206.34560000000008,163.63927040987463,182.38115
275.48,239.80248849836525,235.2512,256.0960132435061,250.7347
2.96,110.79383457950657,28.818399999999997,65.50139621842935,28.62474
192.56,86.40998632997304,62.5776,52.23973019266937,29.952053
362.08,292.14810483136534,215.30000000000004,239.12027163463523,309.9523
387.72,252.7935807754972,305.6664000000001,282.92894323491805,271.70728
302.88,263.8680046636845,299.65439999999995,276.9408796310601,278.1421
13.56,32.41588371257197,23.0864,8.531970545029466,18.46958
398.56,258.63971870354464,281.8176000000001,245.09252462229543,278.793
148.8,125.41922603660132,54.56080000000001,87.82875396429144,38.915665
1.24,31.185271006825857,84.22960000000005,20.568812483616185,16.695372
34.4,119.35396497971573,91.6816,83.833417547998,104.19068
9.2,33.888615587047354,33.4352,13.49767479716074,17.683872
104.6,148.15358463795195,175.47760000000005,124.53878970144596,166.93236
0.04,41.43497645688902,42.0024,11.53246281845719,20.525387
120.28,97.18600694278636,43.6,51.368560060227225,25.05775
129.16,72.1564007588513,83.324,28.85149135936952,21.003439
274.88,218.00594486114863,256.9568,241.00567631182872,226.02692
282.6,253.5507684857292,294.7704000000001,219.65648359858776,242.60863
235.52,216.3381919073095,237.8367999999999,237.83328026937107,221.53413
53.24,36.518777056483046,22.2784,30.43318489941288,16.519447
0.32,104.4143414114977,73.44959999999998,59.34767506534382,54.867035
354.08000000000004,230.83563539326144,230.3503999999999,255.98676803491333,238.8456
41.96,109.18492517634748,42.48959999999999,58.01622700794468,41.210735
234.96,257.06378008890687,236.84160000000003,257.76632500560834,276.17715
-0.4399999999999999,63.41328003925808,107.89600000000002,30.593806299452027,22.923882
318.64,125.93890906134992,289.8871999999999,101.754210798057,95.351074
185.28,223.28501829065067,196.20160000000007,211.66111964045223,212.39062
6.92,60.09901739967732,57.455200000000005,27.10193826064277,19.543121
31.36,157.61183689714775,139.62960000000004,138.84005442880903,128.03847
13.32,20.173981112161957,58.23279999999999,17.608673968733754,17.808495
0.64,15.338008169917885,52.254399999999976,25.925588869178995,18.537533
336.48,239.90668297944725,269.2112,260.738847832034,251.79547
322.84000000000003,283.0800756363476,296.7008000000001,265.1018575824312,293.56927
161.51999999999998,189.7645938965976,194.4344,211.21226081140912,187.52791
7.16,80.16593422253027,101.98560000000003,52.68376939377819,30.618721
108.48,142.21092714408547,172.3536,117.96524778523144,114.771706
104.6,77.46874359517298,57.250400000000006,29.214986851507906,28.466423
179.4,205.8437661901383,182.92880000000005,184.2676763344504,197.22473
304.6,164.4123771851998,216.29600000000005,142.1765594491138,195.94011
55.72,113.2599932969772,63.95920000000001,72.07176136670697,125.27482
443.72,243.29377251067507,244.30880000000005,275.8870963136577,258.79944
73.08,35.294476805153565,51.777600000000014,23.829959831275005,16.85037
84.44,30.943569786132343,36.35630666666668,20.815701244319683,16.645266
225.56,139.73607443751337,190.3032000000001,117.76491290502942,154.16951
5.24,83.35741222459475,42.6768,39.87304384345369,31.418459
38.32,53.59890112704667,19.2376,14.723263388251963,20.47388
149.96,52.1507435826711,29.521599999999992,15.929447225430422,24.341457
116.2,247.2998698278808,259.47919999999993,272.271293941869,261.85742
76.75999999999999,121.3026175252267,74.20240000000001,79.94246250673706,29.502544
14.44,58.6676934671869,140.5608,35.46522721421461,27.40248
34.44,90.93972323609634,100.456,50.327586470941895,52.18192
179.64,119.9539374223047,49.076000000000015,78.65866189784987,47.23506
60.31999999999999,41.22606053012731,61.83519999999998,14.369156849678731,19.35558
-1.7199999999999998,91.64055147075314,29.942400000000006,45.11581274854409,21.565561
17.0,17.27031374673284,51.70240000000002,34.391847841467126,23.439287
81.08,130.07069760629702,211.7464,105.62484514946232,50.415646
386.36,264.0349726119284,282.7696,250.6462159220684,272.777
