Ridge,RF,SVM,NeuralNet
74.39777151951012,84.78160000000003,112.07436416238389,72.6661376953125
93.28051418265376,104.76560000000006,71.11470344351886,84.9299304199219
152.5408357956469,31.297600000000102,170.27001312303543,155.90030578613283
-24.948449901604988,-26.310399999999987,-13.684004638643785,22.01503051757811
-37.10763538211887,-48.47040000000001,-37.89115341743701,-43.67220336914062
-48.320122455261554,-62.46079999999992,-84.34940573213137,-58.96928283691406
-18.57791852342126,38.63039999999992,-10.630708667882772,3.7633038330077966
44.53285595483068,52.951200000000014,76.14085374855026,100.97833381652832
-72.4331458289079,-99.54640000000006,-79.92958641130332,-88.03720520019533
138.32107995093253,135.77839999999998,168.9310746316327,125.77790649414067
-77.25920735370755,-64.15599999999996,-57.12543367785082,-107.40025451660156
-29.37453444982233,7.008000000000017,23.69278331822376,28.009091720581054
40.18618631566707,-12.25439999999992,13.309337493620262,26.81223876953129
-48.10303010543383,-109.9224,-33.00302258734875,-16.221492614746094
-9.913518035807645,0.6369733333333336,0.2188766046742181,-2.569993515014648
-23.21724066967485,39.56479999999998,23.369859524292156,54.743296661376945
36.47814118098182,94.9904000000002,95.0225133598362,38.207180175781275
90.12635647104852,77.36159999999997,127.1184489225445,109.19384674072265
71.28844500706182,64.57120000000006,38.9981562713246,60.89606933593751
-5.874325195970535,-61.58720000000002,-2.272125078808166,-4.479090042114258
-112.25428532478458,-82.244,-71.31536488267642,-59.90306167602539
-8.089026694411302,-23.329599999999985,36.48519999034406,33.979646301269526
250.69224608042956,289.3512,280.59373937108626,283.41147758483885
35.208486875423375,54.6352,43.23277909905639,72.17952728271484
106.17170610570062,84.6536000000001,65.35185194947206,93.03262512207033
157.91085294036105,99.70000000000002,151.33859581674608,131.2187646484375
-148.40499946613284,-156.97279999999998,-165.00880688145278,-171.08002624511718
-129.99781773146833,-68.73279999999998,-103.4692162780175,-66.7261099243164
121.36477707683132,181.02,135.23079605659885,117.77243286132813
-73.67153534696848,-6.747199999999992,-28.036001378662316,-0.46207153320312244
-15.126523343406376,-3.05600000000004,37.8092806176594,37.24446746826172
12.892953910742804,1.3487999999999971,53.18335525735543,61.90707122802735
31.990536578525425,113.0656,62.93688899437304,96.0856823730469
-108.4897767547356,-43.53920000000002,-69.3186604449519,-102.33784088134766
-74.35740041339614,-106.35279999999996,-64.38506682200261,-50.2228369140625
-7.606996201733978,23.963200000000008,15.042990437708127,18.71489906311035
75.18432224619909,99.62800000000009,48.64730708690325,63.70178955078126
-109.32942217932847,-91.59599999999998,-58.25873689628906,-38.24431701660156
89.41847231093111,105.41199999999998,114.23948189135116,109.24770568847656
-53.65925030665024,-38.9584,-24.27042956378122,-17.956474990844725
-27.63043315093458,-14.815999999999995,6.658985886654058,6.577271499633788
-11.648456856217194,-56.05360000000003,23.20074529638677,37.58483215332032
-11.796309463032928,-88.68399999999998,6.78607423777035,10.778870315551757
8.554166452007664,71.2224,53.03543101773667,65.25831726074219
-90.18500167206147,-74.3352,-61.23506534625794,-111.82171020507812
204.92710722569277,213.3296,241.1622039613177,265.2743115234375
129.20297635899772,149.204,144.17228321278975,175.4520027923584
104.59488320796282,164.6072,94.17704909499936,106.75801086425781
-72.10319085911696,-33.739999999999995,-63.83654549986123,-46.97839431762695
-14.982293679007178,-27.743999999999996,-17.6138360475938,-16.695534057617188
42.975942093616666,67.23680000000002,84.32005672277691,74.55938903808594
-30.327990558721524,-70.49279999999996,-9.654847835197486,-19.073305130004883
-42.04472551573448,-65.82559999999987,-58.3374497091834,-47.59214172363281
45.63735750291232,42.49120000000005,41.49269626615501,84.3885485839844
37.04443583182842,-40.46879999999993,11.226412081384469,19.27436889648436
-32.909369290799376,-84.70239999999995,2.9006621764835074,4.6449075317382835
70.29248240601636,93.2888,94.6471507736871,87.72287498474121
128.5175898372031,56.8295999999998,109.47891065886095,113.4903576660156
72.41303324506231,33.835999999999984,73.54792014835036,69.70046752929687
114.70573430427564,129.26719999999997,159.80287295027466,163.78729263305664
76.33969707330517,43.79039999999998,101.79833350107,117.73718063354494
-60.30503049038205,-28.836,-24.174849057352677,-20.58856018066406
-15.633411556168712,-18.01280000000001,7.502323596563269,2.0100096130371092
104.1696384773877,103.71359999999996,91.65115770028908,110.07224792480469
-32.58473373118076,-2.9128000000000043,12.405329369752124,-34.603949279785155
-34.27606419116603,-78.64399999999999,-10.82077881823422,-19.093710632324218
-12.15219362227096,-16.119200000000003,-13.47963601198197,-11.503609466552735
-78.20104814869066,-63.95040000000001,-24.54813354028868,-22.043719863891603
24.527113561481087,31.53280000000009,76.0012614917357,42.51574340820315
-42.832078308354205,-7.1968000000000005,-21.50225955640658,-17.090953598022463
-9.5165941489376,-44.03039999999993,-47.60020194731169,-24.88597412109374
-67.8897745891787,-54.4104,-15.641525530775692,-19.779773025512696
-74.38462473060581,-133.07119999999998,-68.52309070301858,-100.53612060546875
-133.00211070671992,-168.60399999999987,-151.47209872775198,-144.0163732910156
-62.53735294649538,-68.74959999999999,-33.47996038618562,-14.695220642089843
-25.594765993796887,-16.2824,-10.98252891693976,-14.817731399536132
-105.4616846918077,-113.06719999999996,-66.53977845688415,-68.0767755126953
41.2069802524517,-63.9767999999998,49.740218425193575,10.636835937499995
-47.35107343803649,-32.5976,-16.10158505684804,-20.87483428955078
-12.547228398493472,-13.52000000000001,-1.948024194229788,-6.421503067016602
65.79171835347765,-136.85759999999985,63.411233181904095,102.2045491027832
-3.9036793755607375,0.3463999999999991,21.51717322956557,11.559616851806641
72.90167362416096,82.58640000000003,80.93202296618344,109.20631866455079
-89.17032620775112,-51.86640000000001,-49.34245563382613,-35.25712966918945
-72.53865021446649,-68.4256,-34.12827467022965,-17.692696456909182
