loss,val_loss
120.59061431884766,137.24411010742188
120.35076904296875,137.09535217285156
120.15668487548828,136.9448699951172
119.931640625,136.73843383789062
119.64920043945312,136.41795349121094
119.38555908203125,136.0064239501953
119.04987335205078,135.5033416748047
118.6566390991211,134.99339294433594
118.25699615478516,134.43096923828125
117.73235321044922,133.57000732421875
117.18911743164062,132.83511352539062
116.5350570678711,131.9591827392578
115.9063491821289,130.9518585205078
115.25450134277344,130.01809692382812
114.5414810180664,129.04165649414062
113.74093627929688,127.71240997314453
112.99427032470703,126.52659606933594
111.92903137207031,125.0695571899414
111.11832427978516,123.82102966308594
110.2708740234375,122.76358795166016
109.10843658447266,121.663330078125
108.22541046142578,120.08019256591797
107.0087661743164,118.5604476928711
105.90022277832031,117.38566589355469
104.8442153930664,115.76209259033203
103.92198181152344,113.9859390258789
102.63399505615234,112.79595947265625
101.67835998535156,111.7352066040039
100.67622375488281,110.1203384399414
99.15084075927734,108.57646942138672
98.01213836669922,107.19792175292969
97.20514678955078,105.88165283203125
95.81147766113281,104.1300277709961
95.15597534179688,102.8452377319336
93.81919860839844,101.412841796875
92.58368682861328,99.61154174804688
91.34659576416016,98.23575592041016
90.42962646484375,96.7036361694336
89.13742065429688,95.83479309082031
88.37361907958984,94.60243225097656
86.14263153076172,92.892822265625
85.32681274414062,91.5716552734375
84.83625793457031,90.62284088134766
83.44148254394531,90.06169128417969
83.3929443359375,88.90447998046875
81.32772827148438,87.9373550415039
80.36115264892578,87.04820251464844
79.20945739746094,85.98350524902344
78.69652557373047,85.95756530761719
77.07576751708984,83.891357421875
77.55155944824219,81.85945129394531
75.99860382080078,81.23662567138672
74.98560333251953,80.42772674560547
73.7943115234375,79.09789276123047
73.67195892333984,78.19174194335938
72.7807846069336,76.88363647460938
72.77017974853516,76.07511901855469
71.41886901855469,75.61425018310547
71.0459976196289,75.72879028320312
69.33528137207031,75.75321197509766
69.9813461303711,74.65443420410156
69.44762420654297,74.02324676513672
67.0211410522461,72.91535186767578
66.83969116210938,72.17430114746094
67.20600128173828,72.90846252441406
67.294921875,72.81216430664062
68.36847686767578,72.03868103027344
68.47050476074219,71.41497802734375
66.23438262939453,70.4609375
64.9243392944336,70.1346435546875
65.3677978515625,69.8259048461914
66.83384704589844,69.28582763671875
65.19835662841797,69.52722930908203
64.55473327636719,69.4617691040039
64.92681121826172,68.84200286865234
65.6740493774414,67.92953491210938
63.5202751159668,67.68869018554688
63.307804107666016,67.41566467285156
63.59543991088867,66.99089813232422
62.25270462036133,67.4051742553711
64.81150817871094,66.96234130859375
63.9796257019043,66.73670196533203
64.24221801757812,66.5192642211914
64.07295989990234,66.33428955078125
62.529396057128906,65.86162567138672
63.7495231628418,65.96051025390625
64.50556945800781,66.09258270263672
62.1046257019043,66.04957580566406
62.807167053222656,65.73612213134766
63.554630279541016,66.40969848632812
63.07172775268555,66.35177612304688
61.955177307128906,66.16363525390625
63.28141403198242,66.06880187988281
64.0477066040039,66.29742431640625
62.82350158691406,66.50599670410156
64.84283447265625,66.43347930908203
61.916927337646484,65.8265609741211
62.71851348876953,65.9267349243164
63.00241470336914,66.45201110839844
61.873191833496094,65.69361114501953
62.933292388916016,66.03538513183594
62.917381286621094,66.1559829711914
63.35154342651367,66.39163208007812
64.37725067138672,66.0427017211914
59.623931884765625,65.65927124023438
