Player,Pos,Year,Y,Ridge,RF,SVM,NeuralNet
Dare Ogunbowale,RB,2020,24.9,61.88665244796661,46.482000000000006,50.46027668139081,36.98475
Niles Paul,TE,2018,14.5,28.63776767561292,27.688,16.94251201376867,24.436123
Richard Rodgers,TE,2016,54.1,91.36674778885396,102.83599999999998,82.92263107604757,97.900955
David Anderson,WR,2008,45.6,46.8412106979902,37.512,35.10976074084212,30.18451
Roy Helu,RB,2013,88.0,42.9812581858474,42.24600000000001,30.302542948464836,28.484426
Dustin Lyman,TE,2001,31.1,16.26970901281905,90.174,4.5958430904233865,12.908101
De'Anthony Thomas,RB,2018,9.0,39.87483421845056,48.93,27.30432925470999,32.114624
Ricky Williams,RB,2003,12.0,242.04812909722688,202.974,248.04735388033117,214.84602
Tony Pollard,RB,2020,106.8,77.5845548881554,87.522,67.9941759213798,53.844967
Qadry Ismail,WR,2001,182.9,98.36339068630328,99.17,93.18208933987628,97.57045
Michael Robinson,WR,2009,5.6000000000000005,47.81297232275877,69.34,36.9694759140001,34.087433
Allen Hurns,WR,2019,67.6,52.07191031323924,62.29599999999999,42.64144361840727,39.371735
D.J. Hackett,WR,2007,72.4,98.21930618890758,69.10000000000002,92.95493445122592,89.98012
Jerious Norwood,RB,2011,6.1000000000000005,27.03350779402785,46.25400000000001,14.074678823941206,18.639969
Leon Washington,RB,2013,38.6,32.79942282885894,27.376000000000005,20.146188340752825,20.81019
Dion Sims,TE,2014,52.400000000000006,23.55931072321889,10.024000000000004,11.294999382841873,16.76357
Antwaan Randle El,WR,2005,78.60000000000001,90.20296648713273,87.01199999999999,85.49389543421907,79.82514
Albert Wilson,WR,2015,77.2,52.67755430265296,67.514,42.48874563276351,36.850826
Stephen Anderson,TE,2021,30.5,29.92439877833001,19.005999999999997,18.272910588495225,22.92167
Randy Hymes,WR,2005,30.700000000000003,59.860487731946506,69.28800000000001,49.905985269059386,50.41719
Cobi Hamilton,WR,2017,1.3,51.83862701066457,44.23600000000001,42.7805174019172,35.946316
Nate Burleson,WR,2013,68.8,84.82998602435863,103.28799999999995,75.66878828276984,57.806305
Ricky Seals-Jones,WR,2018,57.3,55.24549497237055,34.36199999999999,44.38564897037163,34.931046
Snoop Minnis,WR,2002,0.9,78.69314248344206,73.702,72.68624534087434,71.54011
Donte' Stallworth,WR,2008,31.1,97.40024111566444,107.046,93.24112035709857,93.27836
Donald Lee,TE,2008,79.8,91.53305430658024,110.98399999999997,86.58535175733945,92.65255
Maurice Morris,RB,2003,31.1,36.68455168546117,24.713999999999995,24.812691057321857,24.616737
Greg Lewis,WR,2005,87.39999999999999,41.6575987350357,49.738,29.55506671747466,27.93751
Michael Turner,RB,2012,162.3,161.21366454825875,140.08800000000005,162.38910438729584,150.13597
Brandon Jones,WR,2007,49.0,64.42781847457584,83.11800000000002,56.05814396274718,64.34566
Anthony Becht,TE,2006,24.5,24.07859183779992,22.556000000000004,14.42138583278618,19.637276
Jerome Bettis,RB,2005,96.8,126.44873272146788,154.23200000000006,121.9467877687586,117.32176
Tatum Bell,RB,2008,47.6,56.88659527501987,85.838,45.61846920790787,34.5365
Eric Johnson,TE,2007,71.80000000000001,59.2332637606699,36.346,49.75929979367193,38.97437
Justice Hill,RB,2020,10.5,51.08776065574534,77.52199999999999,39.64887633789481,31.14191
Matt LaCosse,TE,2016,43.0,35.58515021256433,39.944,23.05191819801452,22.924568
Mike Davis,RB,2016,13.0,37.268958001477415,20.268,24.25127172441161,24.289812
Derrick Mason,WR,2010,152.7,137.94411893561687,129.696,137.4521936306265,127.61403
Nick Vannett,TE,2019,22.5,53.74221890538158,22.626000000000005,43.97240760830341,36.797066
Jonathan Smith,WR,2005,12.2,25.306857667695155,31.54999999999999,12.096288025636357,18.178308
Zeron Flemister,TE,2002,29.6,46.356000714398,43.67,34.37154734321702,31.705538
Isaac Redman,RB,2013,2.6000000000000005,87.00042708267172,89.17199999999997,80.1789369447811,76.35956
Pharoh Cooper,WR,2018,7.800000000000001,31.285766224373766,25.476000000000017,17.962341503175445,23.69559
Sam Aiken,WR,2004,20.3,29.867939932812305,39.208,16.795134380149904,21.576054
Reggie Bonnafon,RB,2020,15.7,37.51295767118613,70.43799999999999,24.857726069833568,26.84037
Curtis Martin,RB,2001,265.8,197.54125117190785,215.808,198.95273878945704,176.93335
Matt Jones,WR,2009,102.9,122.83104876733388,121.82599999999996,119.55239015046163,108.03455
Mike Williams,WR,2021,206.6,108.24679086596372,100.87,105.4092047549878,102.52263
Robert Tonyan,TE,2019,21.0,29.84700875111237,21.252,16.634458621448722,27.569517
Mychal Rivera,TE,2014,100.4,73.79545316790382,90.07800000000002,63.98289736156686,58.502064
Ryan Broyles,WR,2013,12.5,68.80562314081449,52.48399999999999,60.25257633582928,52.89286
Ricky Proehl,WR,2004,67.60000000000001,70.14036542991103,75.706,59.72644746692914,67.15939
Mike Thomas,WR,2011,68.6,122.56522946143902,114.53000000000002,120.41097433982112,112.817
Micheal Spurlock,WR,2012,1.3,22.57741815341369,34.268,9.178328646258947,15.986961
Bryan Walters,WR,2016,45.5,75.56566108943521,79.17800000000001,66.70797416988178,49.6119
Jerious Norwood,RB,2008,132.70000000000002,104.12802041655551,123.58799999999994,97.4542235678074,90.209015
Kevan Barlow,RB,2005,111.7,123.7044969320194,114.27400000000002,120.38239017233668,114.12343
Jeremy Shockey,TE,2007,109.0,102.69844341899012,106.39599999999996,96.10881646731272,88.73307
Anthony Dixon,RB,2014,62.1,32.70281233310082,50.23599999999998,20.25199286830924,23.830254
Tony Hunt,RB,2008,12.1,24.830369129840072,78.36800000000004,12.055350430926635,16.754446
Ryan Hewitt,TE,2018,6.6,21.187041066636148,14.712000000000009,8.713533718168051,17.411154
Zach Miller,TE,2008,111.8,68.12116294638994,45.644,61.58795352911236,51.248245
Lance Moore,WR,2013,74.2,143.97501866696848,130.87599999999998,145.2493930525986,134.34004
Zach Miller,TE,2015,90.9,49.45257044417352,29.116000000000003,39.11384630243431,31.77626
Mike Gesicki,TE,2021,126.5,107.7219120786693,121.088,102.91882591754258,102.3496
Duce Staley,RB,2003,140.5,175.41814562582692,208.044,178.3690967276978,160.05548
David Martin,TE,2003,26.4,29.47792036907661,26.2,16.48077173153075,19.397722
Ben Hartsock,TE,2007,19.8,34.41182075359603,19.249999999999996,22.19299420513669,24.455591
Ronald Curry,WR,2006,110.1,29.23194743229764,30.234000000000005,16.3216287009179,19.600473
Jamison Crowder,WR,2021,80.2,124.83404061144856,147.29200000000003,120.06369746374602,112.94466
Demarcus Robinson,WR,2021,56.900000000000006,74.31516778451942,37.35800000000002,67.36798045429971,52.64169
Damien Williams,RB,2015,32.6,54.932915046177015,49.540000000000006,43.54273463613506,35.507523
Peyton Hillis,RB,2011,96.7,193.107325767618,223.79000000000005,194.33307877042927,170.34877
Tony Scheffler,TE,2009,69.1,100.6169494565392,99.836,96.67831036289655,93.35407
Luke Stocker,RB,2015,16.6,21.91552131487697,14.032000000000004,10.149722352127512,16.841063
LenDale White,RB,2009,35.1,116.47431445585332,131.12600000000003,109.39189119600135,102.83647
Quinn Sypniewski,TE,2007,45.6,19.87747574267765,10.27,7.457379432583451,15.391637
Roscoe Parrish,WR,2006,53.3,45.768382854778345,41.592,33.596064731907504,30.370007
Jeff Thomason,TE,2002,29.8,25.279999906073822,32.956,11.903039406542476,18.066849
Keelan Cole,WR,2019,66.7,70.5167876064552,68.59200000000003,63.67391197509446,47.640587
Tim Dwight,WR,2006,20.000000000000004,62.52042799269714,79.83800000000001,52.49944313742142,54.798237
Reggie Kelly,TE,2004,16.0,28.252970926743423,29.31000000000001,17.356620591374508,20.306534
Clinton Portis,RB,2009,69.60000000000001,178.79359034142573,149.226,181.6474986058604,167.72444
A.J. Green,WR,2012,249.3,147.08405449880416,138.858,149.91552424594462,137.76422
Wes Welker,WR,2009,219.9,154.45459614878814,161.53,154.86454099064392,139.22874
Ryan Torain,RB,2011,29.3,109.94669044748244,142.84799999999998,104.4637646617367,99.93322
Jermaine Kearse,WR,2017,141.5,71.20436233630353,54.534,64.1260010188037,51.243885
Greg Olsen,TE,2013,154.10000000000002,114.69768461257895,122.79199999999992,113.19260707119726,112.1318
Chase Coffman,TE,2011,1.7000000000000002,27.484617367214,43.992,14.53132448245205,19.691061
Tavon Austin,WR,2016,109.8,123.06981360667284,121.83399999999996,117.60153261789335,112.02979
John Jones,TE,2002,13.7,20.55979327694712,29.805999999999997,7.684004291107875,16.36832
Marshawn Lynch,RB,2014,281.8,182.8155792288179,158.37599999999998,184.58061606671316,169.87209
Desmond Clark,TE,2008,61.2,79.07899376381337,104.64,74.17879322689187,83.504
Jason Avant,WR,2009,95.2,65.25526377918662,63.694,56.14022749047737,41.963566
Jerick McKinnon,RB,2018,109.7,127.3167479128025,115.33999999999996,120.63487315492154,106.92453
Jerramy Stevens,TE,2009,26.5,72.6579556811775,71.66200000000002,63.18331818532093,45.818275
Tim Hightower,RB,2009,172.10000000000002,103.86881998749774,104.84000000000005,95.71040837614736,100.81429
Jared Cook,TE,2010,56.6,30.254521435198868,30.742000000000004,17.112826019674635,21.498383
Mike Furrey,WR,2008,25.1,92.678180432147,83.37000000000002,86.8847847420152,78.74245
Greg Lewis,WR,2008,40.2,54.38086454501324,46.996,44.11163696105535,40.625195
Marques Colston,WR,2015,98.5,119.70741345107604,142.78999999999996,119.09804725535652,113.8008
Thomas Jones,RB,2006,188.4,158.1044896413042,158.65599999999998,157.208625731021,143.65881
Richard Owens,TE,2007,1.4,26.65479786558059,12.732,13.823495542372818,19.694468
Jason Dunn,TE,2003,24.0,20.145884723407725,4.543999999999998,7.858405681017999,15.9286585
Golden Tate,WR,2018,127.7,140.03139466901987,174.33599999999998,138.82772490866466,128.6002
Durham Smythe,TE,2019,10.0,25.44141585433165,25.710000000000004,12.427954734355254,20.120655
Andrew Hawkins,WR,2013,24.200000000000003,97.73957382428334,91.18999999999994,88.62171191411053,85.10332
Delanie Walker,TE,2016,153.6,157.60376112559896,141.814,157.55227615454106,143.57559
Preston Parker,WR,2012,0.7000000000000001,87.44742097959359,109.65799999999996,79.37710791492374,72.2801
Michael Floyd,WR,2015,146.9,112.84336493033308,120.35200000000005,111.34001343355273,107.839935
Braxton Berrios,WR,2021,92.1,73.04897077512125,76.36800000000004,63.168522199832594,58.817734
Derrick Lewis,WR,2004,1.0,23.440642437884563,22.546000000000006,10.428356075927994,16.53992
Alshon Jeffery,WR,2019,100.7,130.6043407696646,166.17199999999997,130.28015553126755,124.654396
Reggie Brown,WR,2006,161.0,85.41643144837623,87.14800000000001,78.99202000822613,86.439125
Anquan Boldin,WR,2014,178.1,154.41135341740286,141.53199999999998,157.75494892972634,145.37915
Hakeem Nicks,WR,2015,8.9,71.97654959772444,54.67800000000001,62.42961903902927,50.57154
JJ Nelson,WR,2019,11.6,27.79768297287352,34.34400000000001,14.610792948586194,20.173159
LaBrandon Toefield,RB,2004,50.0,57.11248763106187,58.43199999999997,46.095960704779145,34.56756
Marshawn Lynch,RB,2019,9.4,78.12054315397631,71.478,69.26234484488069,56.16016
Daniel Coats,TE,2008,2.9000000000000004,33.09647831742828,28.096,21.293580406804477,24.587952
Trey Burton,TE,2019,15.4,88.14645908537545,96.99399999999996,83.04955766767844,90.259094
Isaac Redman,RB,2011,78.7,56.893313419944974,74.458,46.10602430932374,37.51006
Reggie Swinton,WR,2003,34.6,30.413799511535515,24.768,17.642639121196453,21.485153
Obafemi Ayanbadejo,RB,2001,9.1,60.63462163253482,82.288,49.67458778865178,39.103985
Byron Marshall,RB,2018,5.9,37.160124016200086,39.774,24.40969546592543,23.878992
Michael Pittman,RB,2005,101.6,160.070468463807,131.412,158.28447680284648,137.28673
Steven Jackson,RB,2011,200.8,170.6922180600991,171.39199999999994,172.11591442512503,151.91185
Kyle Eckel,RB,2008,7.9,32.709238330170265,44.06800000000001,20.3118974817693,20.67181
Rod Smith,WR,2004,191.2,124.97946044213442,130.03199999999995,123.65917224005126,114.30329
Brandon Lloyd,WR,2007,2.4000000000000004,54.14100576403184,61.63400000000001,45.70541301790762,41.366257
Ray-Ray McCloud,WR,2021,40.7,36.02556319207754,38.966,23.09273166666611,23.178612
Laveranues Coles,WR,2007,128.10000000000002,148.06221976316567,135.726,147.80940423576064,137.59213
Matt Forte,RB,2014,291.6,219.67435955766047,243.082,223.9962554348714,196.20743
Jerheme Urban,WR,2008,85.80000000000001,72.09653806251303,52.33999999999999,63.30132948703876,55.324944
Colin Cloherty,TE,2010,7.7,25.45816957419423,18.123999999999995,12.200170897432416,16.964085
Willie Snead,WR,2016,145.5,133.16400155104188,105.124,133.07218534657986,122.09898
Michael Bennett,RB,2002,211.2,104.43847743327233,102.95000000000002,98.83391491223736,88.68893
Tyler Higbee,TE,2020,104.2,104.51828108852172,117.99599999999997,102.1078791616223,96.51812
Richard Rodgers,TE,2017,28.0,53.2568183806104,43.03000000000001,42.704822088009216,34.39644
Sammy Morris,RB,2011,13.6,34.8400667606821,32.73399999999999,22.32668596047412,25.503525
Dwayne Carswell,TE,2005,13.3,38.07453862522771,37.004,28.858081393097574,26.989307
Joseph Fauria,TE,2014,16.4,56.30846043616327,51.71999999999999,45.008577022967394,39.376236
Alan Cross,TE,2018,1.9,28.142803149417887,15.839999999999993,16.401709492963896,21.991404
Reggie Wayne,WR,2004,231.1,118.35938638573214,115.09199999999991,116.23379394908105,114.22367
Santana Moss,WR,2002,83.10000000000001,30.32849185163417,68.686,16.37116694991869,23.710655
Terrance Copper,WR,2005,1.0,35.72027255924157,34.79599999999999,22.510525663557047,24.576435
Brandon Marshall,WR,2008,206.1,177.4949995297114,146.26199999999994,180.72581568114413,161.5496
Julio Jones,WR,2016,218.4,231.94786856797305,197.284,243.5426891756842,212.38403
Will Tye,TE,2017,5.800000000000001,64.76408770902714,66.918,55.53338864866447,39.20801
Peyton Hillis,RB,2013,48.8,57.42781779967828,55.702000000000005,46.99398600378986,37.393665
Antonio Chatman,WR,2005,106.8,53.05153627266292,49.36,41.69149202434933,32.406643
Rodney Smith,RB,2021,7.300000000000001,50.81909579335268,85.23199999999999,39.49625699683325,33.324112
Aaron Jones,RB,2018,158.4,68.61495499472963,90.15800000000002,58.61416564014073,40.031723
Ryan Taylor,TE,2012,1.6,22.89043498655076,11.975999999999996,9.789379636300154,15.58376
Mike Williams,WR,2014,24.200000000000003,73.80529035522338,70.23200000000001,63.95627693191941,47.132328
Aaron Stecker,RB,2004,66.30000000000001,38.39834228964286,48.328,26.099659280570577,24.594776
Alex Erickson,WR,2019,69.7,38.876946437391695,67.12600000000002,27.582896528544083,27.897299
Kenny Britt,WR,2016,160.2,89.10805258749824,80.85000000000002,86.37521816267247,89.45585
Hank Baskett,WR,2008,76.5,39.51804244682877,53.478,26.89927924530496,27.183525
Seyi Ajirotutu,WR,2013,13.9,37.44394870949212,38.058,25.52875179265397,26.5704
Jeff King,TE,2010,33.6,41.02146216819603,50.094,31.835435475581747,31.376038
Jeremy Kerley,WR,2016,108.7,41.85800492924319,36.25800000000001,29.391940578028237,28.310844
Neal Sterling,WR,2017,11.2,37.80691231516285,30.304,25.76899988963541,25.07152
Dominique Zeigler,WR,2009,14.3,36.445282456581296,27.128,24.542134736818987,26.59033
Jeff Cumberland,TE,2012,68.4,34.03401859236554,29.350000000000005,21.259794980525776,25.655846
Kenjon Barner,RB,2017,13.8,41.84664803878958,74.59999999999998,29.47544261487292,27.311218
Isaac Bruce,WR,2002,186.8,140.7075123680837,133.68800000000002,145.37127765422122,135.6821
Blake Bell,TE,2020,16.7,24.25724826188153,13.148,12.158975770850285,21.614023
Freddie Jones,TE,2003,97.2,57.25555979622889,66.976,47.88532312478797,39.1246
Kenyan Drake,RB,2018,177.7,106.0526996043546,96.84399999999998,98.79760430043083,93.08735
Mike Seidman,TE,2004,30.8,22.419767379969585,16.541999999999994,10.100077612691052,17.478378
Brian Clark,WR,2009,9.5,22.16403292321828,21.338,8.970067436745175,16.840967
Todd Heap,TE,2003,115.9,120.17329277203234,125.838,117.55550144937791,114.87835
Michael Pittman,RB,2008,72.2,75.90979627486794,82.68799999999997,66.37405800818497,45.714626
Duce Staley,RB,2005,25.200000000000003,92.24208997295338,70.314,87.55951491259258,66.70373
Clay Harbor,TE,2014,47.900000000000006,52.49899301228081,72.016,43.47149132816959,35.572807
Daniel Brown,WR,2018,16.7,35.47985516083542,36.038,23.573821651715647,24.082747
Ben Watson,TE,2014,35.6,46.44193289954642,45.254,36.472193126132105,32.406494
Steve Smith Sr.,WR,2011,220.5,85.85805330975468,78.79400000000001,78.96518784516653,66.76259
Alfonso Smith,RB,2014,4.5,36.26596117253302,28.834,23.743187204887025,23.554298
Ricky Williams,RB,2006,-0.5,107.92299588829944,120.05200000000002,101.07554681243208,101.47235
Adam Shaheen,TE,2020,39.0,33.877212282196474,27.189999999999987,21.561535624807163,23.559658
DeSean Jackson,WR,2012,101.8,129.28996409480385,127.41799999999996,130.67708529083555,120.6975
Brent Celek,TE,2012,100.9,110.248925960941,137.062,107.86676973779088,106.67424
T.J. Graham,TE,2013,59.0,55.35708260511724,68.44,45.46994961204439,41.193516
Kenny Britt,WR,2011,53.400000000000006,131.6845597337123,111.42399999999996,130.18854877164995,119.58377
Rod Smith,RB,2017,82.9,21.1961861525675,9.995999999999997,8.117785862078065,14.895334
DeAngelo Williams,RB,2013,148.60000000000002,107.71995447403984,114.42199999999995,103.47205342430374,95.782715
Keith Poole,WR,2001,6.300000000000001,53.47913218333411,59.96799999999999,43.25366308136,38.705544
Justin Hardy,WR,2017,48.1,50.25112404718331,66.97800000000001,38.842243321673074,33.41744
Terrance West,RB,2015,150.0,90.33201086388446,82.28399999999998,83.7689056644201,67.6712
Jackie Battle,RB,2012,73.4,78.92420361842287,80.44999999999999,71.02569551603935,56.14923
Maurice Harris,WR,2018,43.400000000000006,35.87585761479269,34.43800000000001,23.20387270313595,27.325302
Greg Jennings,WR,2013,138.4,95.43922910334092,90.844,86.49947413918467,74.97857
Marcus Pollard,TE,2004,81.4,82.68442599346466,80.83800000000001,77.72317378809865,80.74459
Dede Westbrook,WR,2019,117.7,115.63149544883754,128.536,110.34666166442764,104.37284
Rod Smart,RB,2003,3.5,20.59797342010566,1.2360000000000009,7.656705506042584,14.072122
Andre Johnson,WR,2012,239.8,115.8505466582444,156.53000000000003,112.71910735050726,102.11577
Ryan Whalen,WR,2012,8.8,30.63274261728448,40.742,17.66249798556906,21.132715
Leon Washington,RB,2009,51.7,115.45930464453885,102.69999999999996,107.0708806222844,100.9797
Obafemi Ayanbadejo,RB,2004,42.7,26.89797205519908,28.514,13.870873822890124,19.298523
Bernard Scott,RB,2012,3.5,64.6264193632578,96.684,53.66988636987179,39.173107
Jamaal Williams,RB,2020,107.6,105.25255016712391,81.93799999999997,97.16867719502504,92.98184
DeAndre Hopkins,WR,2018,276.0,194.46899492877756,173.358,198.4996915920191,178.58731
Randy McMichael,TE,2012,7.600000000000001,43.78108274944094,35.764,35.01638719620124,31.812218
Santana Moss,WR,2014,16.6,79.00312368394742,44.682000000000016,68.65029122223815,45.220898
Deuce McAllister,RB,2006,194.5,88.57598952849351,106.31599999999996,80.42414687204999,76.3072
Julian Edelman,WR,2015,142.0,151.8383574487979,154.29800000000003,150.35945357531057,136.00526
Bernard Pierce,RB,2013,76.0,71.4372405827104,70.154,62.24405213961559,45.112892
Willie Snead,WR,2019,79.6,93.19738524552348,81.40800000000002,87.50217537028436,67.501564
DeVante Parker,WR,2016,126.4,80.35351445866023,104.884,73.82694905844016,70.600525
Corey Davis,WR,2019,91.6,121.05128968266855,145.92600000000002,120.37111805129211,114.53367
Geronimo Allison,WR,2018,50.3,49.84046971183466,69.09599999999999,37.35176021445913,38.904556
Charcandrick West,RB,2017,57.7,74.94797694969472,61.574,64.79959553778075,56.878662
Eric Moulds,WR,2004,178.20000000000002,115.75750643180292,111.732,111.76453061101856,101.04906
Torry Holt,WR,2005,234.3,178.83344076510696,140.69799999999998,185.3919257501153,167.3338
Martellus Bennett,TE,2011,22.9,45.80450460308891,43.78599999999997,35.74757235660158,32.44517
Dominic Rhodes,RB,2007,44.7,107.77340839247309,142.76199999999994,103.81642068122846,101.96084
Ernest Wilford,WR,2009,23.8,25.841893187703363,24.169999999999995,12.587329223139832,19.07323
Terry McLaurin,WR,2020,180.3,132.3085079110267,124.744,133.08218899144842,123.43143
Jalen Richard,RB,2021,17.2,53.05461918808446,53.54,41.4240255359146,32.766685
Jerious Norwood,RB,2009,57.3,112.75679182185884,104.90399999999995,104.06027470927872,98.17327
Josh Reed,WR,2009,42.6,92.87890324628673,110.27599999999998,88.6266443767667,72.24278
Kahlil Bell,RB,2010,56.5,38.841212960973465,54.504000000000005,27.272215019401926,24.221786
Markus Wheaton,WR,2017,6.6000000000000005,41.92349363308123,42.102,29.99776253951308,28.92175
Matt Jones,WR,2008,118.6,71.46933028519545,91.044,60.30097515286367,56.022102
Byron Pringle,WR,2020,28.5,40.94866455535609,51.23600000000002,29.406152851632243,28.544043
Jeb Putzier,TE,2007,12.9,33.18301120187081,46.57599999999999,21.43897298445308,24.80946
Jason Avant,WR,2012,89.3,93.66020017723096,96.016,88.91200720489049,76.348755
John Owens,TE,2007,15.6,32.27083278624437,17.23400000000001,19.50841484362189,23.821316
Rondell Mealey,RB,2002,17.6,27.27080270848481,61.78000000000001,14.559728618968322,20.461834
Rod Smart,RB,2004,-0.6000000000000001,26.248834224365453,25.476000000000003,13.44961575859262,17.621729
Erik Swoope,TE,2017,30.700000000000003,50.2919680661582,85.036,41.50510950413915,36.26096
Mark Bruener,TE,2002,19.1,32.34758604682796,33.85600000000001,21.54107565513409,23.753948
Maurice Morris,RB,2009,82.4,88.09394029597088,84.43599999999998,81.13083929165991,67.37417
Will Fuller,WR,2019,107.5,120.3832610934102,120.63000000000002,117.37828302992608,105.47783
Breshad Perriman,WR,2018,54.2,31.83963754469396,49.99600000000001,18.047462175016317,20.993248
Jabar Gaffney,WR,2005,90.0,87.35647205492096,82.42000000000002,83.1905199553106,84.00105
Chris Cooley,TE,2011,10.8,114.2467237838104,126.18199999999996,111.32162886951212,98.91081
DeAndre Hopkins,WR,2014,191.0,101.06045956975262,101.768,99.43234003772676,99.259186
Quinton Patton,WR,2014,5.9,30.336507696126645,28.125999999999998,17.267799887230915,23.593504
Donald Parham,TE,2021,47.0,42.54681466970182,49.88800000000002,31.92731254868369,28.858028
Tyreek Hill,WR,2021,239.0,198.44730092279323,179.36399999999995,204.2679135208805,182.80693
DeMarco Murray,RB,2016,258.90000000000003,133.9362760169615,142.78799999999998,129.09880510218727,123.96151
Michael Turner,RB,2008,273.0,49.5111914098318,84.50000000000001,38.25139285544533,30.54818
Chad Hall,WR,2011,10.8,46.65469106408495,37.62,34.164901575753746,34.065083
Brandon Jacobs,RB,2008,199.5,138.88804669913242,123.55800000000004,135.47582083388255,127.04755
Kenny Stills,WR,2017,141.7,104.9929250845394,105.61600000000004,102.55525537124892,107.22052
Mark Campbell,TE,2004,56.8,54.8823814778585,59.86199999999998,46.40643259284191,37.57015
Chris Owusu,WR,2014,11.0,38.25119694285701,31.224000000000004,26.669431707232675,25.939018
Boo Williams,TE,2003,94.1,39.25446084092613,59.823999999999984,26.52293024824229,28.142815
Kris Mangum,TE,2002,23.9,29.780426359396373,27.678,18.33586508655499,20.231287
Scott Simonson,TE,2016,19.1,21.86131827841927,27.38999999999999,8.751133227433677,16.361761
Tim Wright,TE,2014,74.7,91.43181949063292,100.83,84.8629975673281,82.71307
Dwayne Washington,RB,2018,15.4,27.7689509856684,44.26199999999999,15.03409159303652,18.884256
Kareem Hunt,RB,2021,97.0,146.7197194219379,143.84799999999996,142.6505303046826,132.5601
Dan Herron,RB,2014,64.9,34.00340253285653,44.454000000000015,21.36794993083806,29.460705
Bobby Shaw,WR,2003,123.2,75.88647269323944,92.65000000000002,68.71482790997928,60.78463
Patrick DiMarco,RB,2016,14.7,32.15219062896639,24.462000000000007,21.2923747888802,23.083406
Aaron Dobson,WR,2014,5.300000000000001,92.01651294762166,95.84200000000004,84.78056488899549,89.31427
Albert Wilson,WR,2017,95.0,60.53125273657226,62.88000000000001,49.39567131871087,42.349182
DaeSean Hamilton,WR,2019,49.7,53.93511814692678,64.378,42.79252793563937,34.89156
Josh Adams,RB,2020,33.6,21.25518451998836,6.411633333333333,8.383645361805804,14.256774
Reggie Wayne,WR,2002,116.1,58.93458922988578,52.42600000000002,50.3983789339341,39.439613
Shaun Draughn,RB,2014,94.4,20.59797342010566,1.2360000000000009,7.656705506042584,14.072122
Ronnie Brown,RB,2007,148.60000000000002,143.7516494043376,116.60599999999998,143.29449674596623,133.60513
David Patten,WR,2005,32.7,112.72591327777216,143.23999999999995,110.4471899146152,108.58987
Phillip Lindsay,RB,2020,62.5,130.18636247779364,102.23,127.2644240753139,115.01874
Chris Sanders,WR,2001,9.9,69.05682895960494,108.92000000000002,64.13736252693481,56.460712
Dion Sims,TE,2017,31.5,53.72707966748982,50.53599999999997,45.00409188153574,36.92929
Jordan Cameron,TE,2014,66.4,133.96549300504105,134.362,132.45047568550493,127.48742
D.J. Moore,WR,2019,185.0,117.28873600576289,101.90199999999996,115.4452168281252,103.53062
Chase Ford,TE,2014,43.3,42.59040755670989,27.297999999999984,30.505935306903886,30.288788
James Mungro,RB,2003,18.1,81.59907474753142,65.69800000000001,71.76468675569377,61.834263
Brittan Golden,WR,2017,9.5,33.37970748875989,21.022,20.654781844167857,23.891384
Devin Thomas,WR,2009,62.8,40.90855842559773,38.23399999999999,28.28531960419297,26.288794
Reggie Brown,WR,2007,134.1,116.92812317526688,113.48999999999997,116.22441464864234,112.9641
Bilal Powell,RB,2019,29.700000000000003,69.14634338818666,79.65799999999997,60.98779442556785,46.757626
LeSean McCoy,RB,2020,20.700000000000003,90.37718440612846,96.786,83.25026724437785,73.92575
Michael Gaines,TE,2006,22.1,42.25644254786652,51.61000000000001,31.829986042896856,31.401327
Mike Wallace,WR,2016,162.79999999999998,70.69649984318269,64.12800000000001,63.60877474912116,50.671432
Dez Bryant,WR,2011,172.8,107.50141148545974,96.806,100.42942186852248,95.78645
Bobby Collins,TE,2001,0.8,28.804461143035127,23.934,16.410629529356,22.149717
Miles Austin,WR,2014,92.3,52.57050050748796,71.604,42.41663149725182,32.70623
D'Wayne Bates,WR,2001,26.5,31.806392100228507,28.984,19.010978964200163,22.418827
Devery Henderson,WR,2010,70.2,105.17708366941042,111.066,102.95534857512706,99.29265
Adam Humphries,WR,2019,66.0,118.95498676555516,113.52000000000002,115.15262370350236,110.16777
Bryant Johnson,WR,2008,95.1,80.4867526247303,66.32,72.36419000410508,47.964073
Jerick McKinnon,RB,2016,124.9,69.84164590346396,46.30599999999998,59.20232130003868,50.05928
Deontay Burnett,WR,2020,3.4000000000000004,68.57162919285727,81.088,59.625444872113775,43.16117
Matt Jones,RB,2017,1.4,76.70496167929284,113.858,69.72341407528401,53.062313
Justin Gage,WR,2007,112.5,32.04749921392843,24.430000000000003,19.24168556504263,25.117823
Chester Rogers,WR,2019,35.7,75.61139545917055,86.44000000000004,67.89606557760271,49.368473
Miles Sanders,RB,2021,102.2,126.51000231687662,116.382,121.82000875451166,112.95957
Greg Olsen,TE,2019,97.7,72.03957844047032,56.716,64.45151432264966,51.908527
Zach Ertz,TE,2015,132.8,102.49409029048886,108.01999999999995,97.09922018563276,90.59524
Derek Carrier,TE,2016,2.0,35.08013861695183,35.03,25.49012162120989,25.53372
Danny Woodhead,RB,2017,42.1,57.98080249296878,99.03999999999998,46.458320876703326,36.55414
Steven Sims,WR,2020,39.8,72.99795710995556,80.40399999999998,61.005383258129065,68.10961
Aaron Jones,RB,2019,288.3,125.65689800528176,163.31599999999997,121.07579604252489,117.713066
